Location;Date;T_med_ifapa;Rad_ifapa;Pp_ifapa;Dias_ultima_pp;Pp_acumulada_7
nacimiento;19/01/2023;3.5;12.3;0;1;2.9
nacimiento;20/01/2023;8.4;10.3;0;2;2.9
nacimiento;21/01/2023;7.6;7.9;0;3;2.9
nacimiento;22/01/2023;2.2;12.9;0;4;2.9
nacimiento;23/01/2023;0.8;12.8;0;5;2.9
nacimiento;24/01/2023;-0.1;9.4;0;6;2.9
nacimiento;25/01/2023;2.1;10.4;1.3;0;2.9
nacimiento;26/01/2023;2.2;10.7;0;1;1.3
nacimiento;27/01/2023;2.4;12.7;0;2;1.3
nacimiento;28/01/2023;1.6;13.5;0;3;1.3
nacimiento;29/01/2023;1.8;13.5;0;4;1.3
nacimiento;30/01/2023;1;7.9;0;5;1.3
nacimiento;31/01/2023;3.7;14.1;0;6;1.3
nacimiento;01/02/2023;4.7;13.9;0;7;1.3
nacimiento;02/02/2023;4.2;13.8;0;8;0
nacimiento;03/02/2023;6;14.2;0;9;0
nacimiento;04/02/2023;7.3;14.5;0;10;0
nacimiento;05/02/2023;7.9;14.5;0;11;0
nacimiento;06/02/2023;5.1;13.1;0;12;0
nacimiento;07/02/2023;3.7;4.9;2.4;0;0
nacimiento;08/02/2023;4.2;4.1;1;0;2.4
nacimiento;09/02/2023;4.3;8.3;0;1;3.4
nacimiento;10/02/2023;2.4;5.1;0;2;3.4
nacimiento;11/02/2023;3.5;7.8;0.2;0;3.4
nacimiento;12/02/2023;5.2;11.8;0;1;3.6
nacimiento;13/02/2023;4.9;15.4;0;2;3.6
nacimiento;14/02/2023;5.4;7.3;0;3;3.6
nacimiento;15/02/2023;5.8;6.1;0;4;1.2
nacimiento;16/02/2023;6.5;10.5;0;5;0.2
nacimiento;17/02/2023;6;5.1;0.8;0;0.2
nacimiento;18/02/2023;8.5;8.6;0;1;1
nacimiento;19/02/2023;9.7;12.9;0;2;0.8
nacimiento;20/02/2023;11.6;15;0;3;0.8
nacimiento;21/02/2023;11.8;10.2;2.8;0;0.8
nacimiento;22/02/2023;10.4;15.1;0;1;3.6
nacimiento;23/02/2023;8.6;14.8;0;2;3.6
nacimiento;24/02/2023;4.6;10.3;0;3;3.6
nacimiento;25/02/2023;3.7;15;0.2;0;2.8
nacimiento;26/02/2023;4.7;11.8;2.4;0;3
nacimiento;27/02/2023;3.6;17.4;0;1;5.4
nacimiento;28/02/2023;3.5;18.5;0;2;5.4
nacimiento;01/03/2023;4.1;18.4;0;3;2.6
nacimiento;02/03/2023;3.6;18.7;0;4;2.6
nacimiento;03/03/2023;6.2;18.6;0;5;2.6
nacimiento;04/03/2023;5.2;18.7;0;6;2.6
nacimiento;05/03/2023;7.9;13.9;0.4;0;2.4
nacimiento;06/03/2023;9.6;14.1;0.6;0;0.4
nacimiento;07/03/2023;11.3;18.5;0;1;1
nacimiento;08/03/2023;14.1;18.9;0;2;1
nacimiento;09/03/2023;13.1;13.2;0;3;1
nacimiento;10/03/2023;14.2;17.4;0;4;1
nacimiento;11/03/2023;15.7;20.4;0;5;1
nacimiento;12/03/2023;15.5;20;0;6;1
nacimiento;13/03/2023;17;19.5;0;7;0.6
nacimiento;14/03/2023;14;21.1;0;8;0
nacimiento;15/03/2023;12.9;20.9;0;9;0
nacimiento;16/03/2023;14;21;0;10;0
nacimiento;17/03/2023;12.8;17.8;0;11;0
nacimiento;18/03/2023;10.8;13.3;0;12;0
nacimiento;19/03/2023;9.7;15.1;0;13;0
nacimiento;20/03/2023;10.4;22;0;14;0
nacimiento;21/03/2023;12.3;21.4;0;15;0
nacimiento;22/03/2023;13.8;22.2;0;16;0
nacimiento;23/03/2023;15.2;22.4;0;17;0
nacimiento;24/03/2023;16.6;21.1;0;18;0
nacimiento;25/03/2023;16;22.4;0;19;0
nacimiento;26/03/2023;17.2;15.5;0;20;0
nacimiento;27/03/2023;13.8;19.2;0;21;0
nacimiento;28/03/2023;12.6;22.8;0;22;0
nacimiento;29/03/2023;14.8;23.3;0;23;0
nacimiento;30/03/2023;18.8;22.6;0;24;0
nacimiento;31/03/2023;18.6;21.4;0;25;0
nacimiento;01/04/2023;16.3;20.6;0;26;0
nacimiento;02/04/2023;13.7;23.5;0;27;0
nacimiento;03/04/2023;11.6;24.6;0;28;0
nacimiento;04/04/2023;10.4;20.1;0;29;0
nacimiento;05/04/2023;10.3;24.8;0;30;0
nacimiento;06/04/2023;10.9;22.7;0;31;0
nacimiento;07/04/2023;11.2;25.2;0;32;0
nacimiento;08/04/2023;15.3;25.4;0;33;0
nacimiento;09/04/2023;17.1;24.7;0;34;0
nacimiento;10/04/2023;19.9;23.5;0;35;0
nacimiento;11/04/2023;19.1;24.8;0;36;0
nacimiento;12/04/2023;18.4;25.2;0;37;0
nacimiento;13/04/2023;14.3;24.7;0;38;0
nacimiento;14/04/2023;15.2;23.9;0;39;0
nacimiento;15/04/2023;17.2;26.2;0;40;0
nacimiento;16/04/2023;14.3;26;0;41;0
nacimiento;17/04/2023;12.4;26.4;0;42;0
nacimiento;18/04/2023;12.3;26.3;0;43;0
nacimiento;19/04/2023;13.1;19.8;0;44;0
nacimiento;20/04/2023;15.6;25.9;0;45;0
nacimiento;21/04/2023;16.7;24.7;0;46;0
nacimiento;22/04/2023;15.3;17.1;0;47;0
nacimiento;23/04/2023;16.4;26.1;0;48;0
nacimiento;24/04/2023;18.2;26.6;0;49;0
nacimiento;25/04/2023;21.4;26.8;0;50;0
nacimiento;26/04/2023;21.7;27.1;0;51;0
nacimiento;27/04/2023;22.7;24.3;0;52;0
nacimiento;28/04/2023;23.5;15.7;0;53;0
nacimiento;29/04/2023;22.1;16.3;0.2;0;0
nacimiento;30/04/2023;18.3;16.4;1.6;0;0.2
nacimiento;01/05/2023;18.5;27;0;1;1.8
nacimiento;02/05/2023;18.4;23;0;2;1.8
nacimiento;03/05/2023;17.8;24;0;3;1.8
nacimiento;04/05/2023;18.8;21.7;0;4;1.8
nacimiento;05/05/2023;19.4;26.7;0;5;1.8
nacimiento;06/05/2023;19.1;22.3;0;6;1.8
nacimiento;07/05/2023;18.9;25;0;7;1.6
nacimiento;08/05/2023;21.4;26.2;0;8;0
nacimiento;09/05/2023;24.1;27.2;0;9;0
nacimiento;10/05/2023;18.7;24.5;0;10;0
nacimiento;11/05/2023;15.6;24.2;0;11;0
nacimiento;12/05/2023;14.6;25.8;0;12;0
nacimiento;13/05/2023;10.8;21.5;3.2;0;0
nacimiento;14/05/2023;14.2;23.9;0;1;3.2
nacimiento;15/05/2023;16.6;28.3;0;2;3.2
nacimiento;16/05/2023;16.6;28.7;0;3;3.2
nacimiento;17/05/2023;13.9;17;0;4;3.2
nacimiento;18/05/2023;12.8;21.4;0;5;3.2
nacimiento;19/05/2023;11;8.9;3.4;0;3.2
nacimiento;20/05/2023;12.5;22.7;0;1;6.6
nacimiento;21/05/2023;10.2;11.5;5.8;0;3.4
nacimiento;22/05/2023;8.6;2.4;45.6;0;9.2
nacimiento;23/05/2023;10.8;13.1;4.8;0;54.8
nacimiento;24/05/2023;11.9;17.3;3.8;0;59.6
nacimiento;25/05/2023;14.2;19.8;4.2;0;63.4
nacimiento;26/05/2023;15.2;27.3;0.2;0;67.6
nacimiento;27/05/2023;13.6;6.6;0.8;0;64.4
nacimiento;28/05/2023;13.4;12;5.6;0;65.2
nacimiento;29/05/2023;15.1;22.1;0;1;65
nacimiento;30/05/2023;14.5;16.8;1.2;0;19.4
nacimiento;31/05/2023;15.5;24.6;0.6;0;15.8
nacimiento;01/06/2023;14.9;17.8;7.2;0;12.6
nacimiento;02/06/2023;13.1;9.2;1;0;15.6
nacimiento;03/06/2023;14.3;20.9;0.2;0;16.4
nacimiento;04/06/2023;15.6;22.1;0.6;0;15.8
nacimiento;05/06/2023;17.3;24.1;0;1;10.8
nacimiento;06/06/2023;19.2;28;0;2;10.8
nacimiento;07/06/2023;16;3.8;4.4;0;9.6
nacimiento;08/06/2023;17.2;12.5;3;0;13.4
nacimiento;09/06/2023;19.1;27.6;0.2;0;9.2
nacimiento;10/06/2023;20.6;28.6;0;1;8.4
nacimiento;11/06/2023;22.3;27.1;0.2;0;8.2
nacimiento;12/06/2023;21.8;23.1;0;1;7.8
nacimiento;13/06/2023;21;28.5;0;2;7.8
nacimiento;14/06/2023;21;32.6;0;3;7.8
nacimiento;15/06/2023;22.8;32;0;4;3.4
nacimiento;16/06/2023;23.9;31.3;0;5;0.4
nacimiento;17/06/2023;24.7;30.9;0;6;0.2
nacimiento;18/06/2023;23;19.7;1.4;0;0.2
nacimiento;19/06/2023;22.7;28.1;0;1;1.4
nacimiento;20/06/2023;23.7;29.3;0;2;1.4
nacimiento;21/06/2023;22.7;21.9;1.2;0;1.4
nacimiento;22/06/2023;22.9;30.7;0;1;2.6
nacimiento;23/06/2023;23.8;30.5;0;2;2.6
nacimiento;24/06/2023;24.3;30.7;0;3;2.6
nacimiento;25/06/2023;26.3;30.5;0;4;2.6
nacimiento;26/06/2023;26.8;28;0;5;1.2
nacimiento;27/06/2023;27.2;29.3;0;6;1.2
nacimiento;28/06/2023;27;29;0;7;1.2
nacimiento;29/06/2023;28.4;27.5;0;8;0
nacimiento;30/06/2023;24.3;29.5;0;9;0
nacimiento;01/07/2023;23.3;29.2;0;10;0
nacimiento;02/07/2023;24.6;27.8;0;11;0
nacimiento;03/07/2023;25.8;30;0;12;0
nacimiento;04/07/2023;27.7;30.4;0;13;0
nacimiento;05/07/2023;26;27.6;0;14;0
nacimiento;06/07/2023;24.2;27.5;0;15;0
nacimiento;07/07/2023;24.4;29;0;16;0
nacimiento;08/07/2023;25.8;28.8;0;17;0
nacimiento;09/07/2023;28.6;27.2;0;18;0
nacimiento;10/07/2023;30.9;28.1;0;19;0
nacimiento;11/07/2023;30.7;19.4;0;20;0
nacimiento;12/07/2023;32.1;27.5;0;21;0
nacimiento;13/07/2023;27.4;29.6;0;22;0
nacimiento;14/07/2023;25.8;29.3;0;23;0
nacimiento;15/07/2023;29.2;29.4;0;24;0
nacimiento;16/07/2023;28.4;20.3;0;25;0
nacimiento;17/07/2023;30.3;29.5;0;26;0
nacimiento;18/07/2023;30.6;28.5;0;27;0
nacimiento;19/07/2023;31.9;20.5;0;28;0
nacimiento;20/07/2023;31.2;22.4;0;29;0
nacimiento;21/07/2023;28;20.9;0;30;0
nacimiento;22/07/2023;25;13;0;31;0
nacimiento;23/07/2023;27.2;19.8;0;32;0
nacimiento;24/07/2023;29.7;25.8;0;33;0
nacimiento;25/07/2023;27.2;29.6;0;34;0
nacimiento;26/07/2023;25.5;29.1;0;35;0
nacimiento;27/07/2023;24.6;28.2;0;36;0
nacimiento;28/07/2023;25.9;28.6;0;37;0
nacimiento;29/07/2023;27.7;28.1;0;38;0
nacimiento;30/07/2023;29.4;28.4;0;39;0
nacimiento;31/07/2023;29.2;29.2;0;40;0
nacimiento;01/08/2023;29.2;29.2;0;41;0
nacimiento;02/08/2023;29.6;29;0;42;0
nacimiento;03/08/2023;28.6;28.7;0;43;0
nacimiento;04/08/2023;24.7;28.5;0;44;0
nacimiento;05/08/2023;23.7;27.5;0;45;0
nacimiento;06/08/2023;26.4;28.6;0;46;0
nacimiento;07/08/2023;25.2;27.2;0;47;0
nacimiento;08/08/2023;25.5;21.4;0;48;0
nacimiento;09/08/2023;29.6;22.5;0;49;0
nacimiento;10/08/2023;33.8;25;0;50;0
nacimiento;11/08/2023;30.1;27.9;0;51;0
nacimiento;12/08/2023;26.6;27.4;0;52;0
nacimiento;13/08/2023;25.2;27.1;0;53;0
nacimiento;14/08/2023;25.4;26.5;0;54;0
nacimiento;15/08/2023;26.7;24.9;0;55;0
nacimiento;16/08/2023;26.7;24.4;0;56;0
nacimiento;17/08/2023;27.4;27.2;0;57;0
nacimiento;18/08/2023;28.7;24.6;0;58;0
nacimiento;19/08/2023;28.2;26.3;0;59;0
nacimiento;20/08/2023;28.7;26.5;0;60;0
nacimiento;21/08/2023;27;26;0;61;0
nacimiento;22/08/2023;27.1;26.2;0;62;0
nacimiento;23/08/2023;26.8;26.6;0;63;0
nacimiento;24/08/2023;27.2;26;0;64;0
nacimiento;25/08/2023;30.5;21.5;0;65;0
nacimiento;26/08/2023;28.9;14.1;0.4;0;0
nacimiento;27/08/2023;21.9;25.5;0;1;0.4
nacimiento;28/08/2023;21.7;26.1;0;2;0.4
nacimiento;29/08/2023;23.5;25.8;0;3;0.4
nacimiento;30/08/2023;21.5;22.1;0;4;0.4
nacimiento;31/08/2023;21.4;24.1;0;5;0.4
nacimiento;01/09/2023;22.3;22.7;0;6;0.4
nacimiento;02/09/2023;18.8;16.7;11.4;0;0.4
nacimiento;03/09/2023;17.1;3;44.6;0;11.4
nacimiento;04/09/2023;21;16.6;0;1;56
nacimiento;05/09/2023;21.5;22.1;0;2;56
nacimiento;06/09/2023;21.9;20.7;0;3;56
nacimiento;07/09/2023;21.6;21.6;0;4;56
nacimiento;08/09/2023;21.6;22.2;0;5;56
nacimiento;09/09/2023;21.8;22.5;0;6;56
nacimiento;10/09/2023;21.6;22.3;0;7;44.6
nacimiento;11/09/2023;21.1;15.3;0;8;0
nacimiento;12/09/2023;21.3;17.3;0;9;0
nacimiento;13/09/2023;20.4;17.6;0;10;0
nacimiento;14/09/2023;20.9;19.8;0;11;0
nacimiento;15/09/2023;20.9;16.4;0;12;0
nacimiento;16/09/2023;21.3;17;0.2;0;0
nacimiento;17/09/2023;20.8;21.2;7;0;0.2
nacimiento;18/09/2023;19.6;15.3;0;1;7.2
nacimiento;19/09/2023;17.8;16.3;0;2;7.2
nacimiento;20/09/2023;19.7;20.9;0;3;7.2
nacimiento;21/09/2023;20.1;21;0;4;7.2
nacimiento;22/09/2023;18.9;15.2;0;5;7.2
nacimiento;23/09/2023;17.4;21.7;0;6;7.2
nacimiento;24/09/2023;18.8;21.7;0;7;7
nacimiento;25/09/2023;19.7;21.5;0;8;0
nacimiento;26/09/2023;18.5;21.1;0;9;0
nacimiento;27/09/2023;18.6;20.8;0;10;0
nacimiento;28/09/2023;20.9;20.4;0;11;0
nacimiento;29/09/2023;21.8;20.2;0;12;0
nacimiento;30/09/2023;21.4;20.3;0;13;0
nacimiento;01/10/2023;21.6;20.4;0;14;0
nacimiento;02/10/2023;21;20.2;0;15;0
nacimiento;03/10/2023;21.1;19.6;0;16;0
nacimiento;04/10/2023;18.9;18.1;0;17;0
nacimiento;05/10/2023;20.1;19.3;0;18;0
nacimiento;06/10/2023;21.4;18.4;0;19;0
nacimiento;07/10/2023;21;18.1;0;20;0
nacimiento;08/10/2023;19.1;18.3;0;21;0
nacimiento;09/10/2023;17.3;17.7;0;22;0
nacimiento;10/10/2023;16.7;17.3;0;23;0
nacimiento;11/10/2023;17.1;17.9;0;24;0
nacimiento;12/10/2023;18.3;17.7;0;25;0
nacimiento;13/10/2023;19.8;16.9;0;26;0
nacimiento;14/10/2023;17.5;9.5;0.6;0;0
nacimiento;15/10/2023;17.8;17;0;1;0.6
nacimiento;16/10/2023;18.9;13;0;2;0.6
nacimiento;17/10/2023;20.9;11.6;0;3;0.6
nacimiento;18/10/2023;18.9;14.2;0;4;0.6
nacimiento;19/10/2023;17;13.2;17.6;0;0.6
nacimiento;20/10/2023;12.3;15.8;0.4;0;18.2
nacimiento;21/10/2023;12.1;16.2;0;1;18.6
nacimiento;22/10/2023;13.9;16.1;2.6;0;18
nacimiento;23/10/2023;14.7;8.8;0.8;0;20.6
nacimiento;24/10/2023;13;16.2;0;1;21.4
nacimiento;25/10/2023;15.9;12.5;0;2;21.4
nacimiento;26/10/2023;16.6;13;0;3;21.4
nacimiento;27/10/2023;14.8;10.1;0;4;3.8
nacimiento;28/10/2023;13.8;15.3;0;5;3.4
nacimiento;29/10/2023;14.1;13.4;0;6;3.4
nacimiento;30/10/2023;14.4;9.3;0;7;0.8
nacimiento;31/10/2023;12;5.8;0;8;0
nacimiento;01/11/2023;15;14;0;9;0
nacimiento;02/11/2023;15.9;11.5;0;10;0
nacimiento;03/11/2023;10.8;13.7;0;11;0
nacimiento;04/11/2023;14.2;13.8;0;12;0
nacimiento;05/11/2023;11.9;14.3;0;13;0
nacimiento;06/11/2023;9.8;11.6;0;14;0
nacimiento;07/11/2023;9.2;14.2;0;15;0
nacimiento;08/11/2023;9;11.9;0;16;0
nacimiento;09/11/2023;13.5;10.7;0;17;0
nacimiento;10/11/2023;14.1;3.5;0;18;0
nacimiento;11/11/2023;16.1;12.9;0;19;0
nacimiento;12/11/2023;16.3;12.3;0;20;0
nacimiento;13/11/2023;17;12.9;0;21;0
nacimiento;14/11/2023;17.4;12.6;0;22;0
nacimiento;15/11/2023;16.8;12.8;0;23;0
nacimiento;16/11/2023;17;9.8;0;24;0
nacimiento;17/11/2023;16;12.5;0;25;0
nacimiento;18/11/2023;13.9;12;0;26;0
nacimiento;19/11/2023;13.8;12.2;0;27;0
nacimiento;20/11/2023;15.9;12;0;28;0
nacimiento;21/11/2023;12.5;10;0;29;0
nacimiento;22/11/2023;7.7;12.1;0;30;0
nacimiento;23/11/2023;7.7;12;0;31;0
nacimiento;24/11/2023;10.8;12;0;32;0
nacimiento;25/11/2023;12.8;12;0;33;0
nacimiento;26/11/2023;11.2;11.8;0;34;0
nacimiento;27/11/2023;13.1;11.4;0;35;0
nacimiento;28/11/2023;14.2;9.3;0;36;0
nacimiento;29/11/2023;13.4;9.5;0;37;0
nacimiento;30/11/2023;15.6;9.1;0;38;0
nacimiento;01/12/2023;12;6.8;0.2;0;0
nacimiento;02/12/2023;7.2;10.9;0;1;0.2
nacimiento;03/12/2023;5.6;11;0;2;0.2
nacimiento;04/12/2023;9.2;3.8;1.8;0;0.2
nacimiento;05/12/2023;7;5.2;0.4;0;2
nacimiento;06/12/2023;8;2.2;2.4;0;2.4
nacimiento;07/12/2023;12.7;8.5;0.2;0;4.8
nacimiento;08/12/2023;10.9;5.6;0.4;0;5
nacimiento;09/12/2023;12.2;8.5;0;1;5.2
nacimiento;10/12/2023;14.6;10.7;0;2;5.2
nacimiento;11/12/2023;19.5;10;0;3;5.2
nacimiento;12/12/2023;17.5;10.2;0;4;3.4
nacimiento;13/12/2023;10.8;4.9;0;5;3
nacimiento;14/12/2023;6.7;10.7;0;6;0.6
nacimiento;15/12/2023;6.8;10.6;0;7;0.4
nacimiento;16/12/2023;6.2;10.8;0;8;0
nacimiento;17/12/2023;5;10.5;0;9;0
nacimiento;18/12/2023;5.2;10.4;0;10;0
nacimiento;19/12/2023;8.1;10.8;0;11;0
nacimiento;20/12/2023;9;9.3;0;12;0
nacimiento;21/12/2023;7.2;10.4;0;13;0
nacimiento;22/12/2023;10.4;10.6;0;14;0
nacimiento;23/12/2023;8.9;10.6;0;15;0
nacimiento;24/12/2023;9.2;10.6;0;16;0
nacimiento;25/12/2023;9.3;10.8;0;17;0
nacimiento;26/12/2023;8.6;10.3;0;18;0
nacimiento;27/12/2023;7.4;10.6;0;19;0
nacimiento;28/12/2023;9.3;7.8;0;20;0
nacimiento;29/12/2023;11.8;4.4;0;21;0
nacimiento;30/12/2023;10.4;10.4;0.6;0;0
nacimiento;31/12/2023;9.7;9;0;1;0.6
nacimiento;01/01/2024;9.9;9.4;0;2;0.6
nacimiento;02/01/2024;11.3;10.6;0;3;0.6
nacimiento;03/01/2024;13.6;10.4;0;4;0.6
nacimiento;04/01/2024;11.5;3.8;8;0;0.6
nacimiento;05/01/2024;6.5;6;2.2;0;8.6
nacimiento;06/01/2024;5.2;10.5;0;1;10.8
nacimiento;07/01/2024;5.8;10.2;0;2;10.2
nacimiento;08/01/2024;6.9;10.6;0;3;10.2
nacimiento;09/01/2024;6.6;3;5.2;0;10.2
nacimiento;10/01/2024;8.6;10.2;0.4;0;15.4
nacimiento;11/01/2024;6.8;9;0;1;15.8
nacimiento;12/01/2024;5.8;2.5;0;2;7.8
nacimiento;13/01/2024;8.5;7.8;0;3;5.6
nacimiento;14/01/2024;14.9;10.8;0;4;5.6
nacimiento;15/01/2024;14.7;7.6;0;5;5.6
nacimiento;16/01/2024;14.2;8.2;0.8;0;5.6
nacimiento;17/01/2024;14.1;11;2.8;0;1.2
nacimiento;18/01/2024;12.5;9;0;1;3.6
nacimiento;19/01/2024;11.3;5.7;7.8;0;3.6
nacimiento;20/01/2024;6.8;5.4;0;1;11.4
nacimiento;21/01/2024;6.7;10.9;0;2;11.4
nacimiento;22/01/2024;9.8;12.3;0;3;11.4
nacimiento;23/01/2024;13.2;11.9;0;4;11.4
nacimiento;24/01/2024;12.7;12.5;0;5;10.6
nacimiento;25/01/2024;14.9;12.5;0;6;7.8
nacimiento;26/01/2024;15.3;12.8;0;7;7.8
nacimiento;27/01/2024;14.5;13.4;0;8;0
nacimiento;28/01/2024;12.4;13;0;9;0
nacimiento;29/01/2024;9;9.3;0;10;0
nacimiento;30/01/2024;8.9;11.4;0;11;0
nacimiento;31/01/2024;8.2;11.8;0;12;0
nacimiento;01/02/2024;7;11.9;0;13;0
nacimiento;02/02/2024;9.9;13.5;0;14;0
nacimiento;03/02/2024;8.1;13.6;0;15;0
nacimiento;04/02/2024;9;14.2;0;16;0
nacimiento;05/02/2024;11.2;12.5;0;17;0
nacimiento;06/02/2024;12.3;11.8;0;18;0
nacimiento;07/02/2024;11;13.6;0;19;0
nacimiento;08/02/2024;12;8.7;0;20;0
nacimiento;09/02/2024;11.7;4.3;4.3;0;0
nacimiento;10/02/2024;7.3;11.9;4.3;0;4.3
